Fighting -> Rock -> Flying (<- 0.5x | 2x ->)
Fighting/Ground -> Electric/Dragon -> Flying/Rock (<- 1x | 2x ->)
Fighting/Ground -> Fire/Ground -> Flying/Steel (<- 1x | 2x ->)
Fighting/Ground -> Ghost/Fire -> Flying/Steel (<- 1x | 2x ->)
Fighting/Ground -> Dragon/Fire -> Flying/Steel (<- 1x | 2x ->)
Fighting/Ground -> Dark/Fire -> Flying/Steel (<- 1x | 2x ->)
Fighting/Ground -> Steel/Ground -> Flying/Ice (<- 1x | 2x ->)
Fighting/Ground -> Fire/Ground -> Flying/Ice (<- 1x | 2x ->)
Fighting/Ground -> Ghost/Fire -> Flying/Ice (<- 1x | 2x ->)
Fighting/Ground -> Ghost/Electric -> Flying/Ice (<- 1x | 2x ->)
Fighting/Ground -> Dragon/Steel -> Flying/Ice (<- 1x | 2x ->)
Fighting/Ground -> Dragon/Fire -> Flying/Ice (<- 1x | 2x ->)
Fighting/Ground -> Dark/Fire -> Flying/Ice (<- 1x | 2x ->)
Fighting/Ground -> Rock/Ground -> Dark/Flying (<- 1x | 2x ->)
Fighting/Ground -> Electric/Ground -> Dark/Flying (<- 1x | 2x ->)
Fighting/Ground -> Rock/Dragon -> Dark/Flying (<- 1x | 2x ->)
Fighting/Ground -> Electric/Dragon -> Dark/Flying (<- 1x | 2x ->)
Fighting/Ground -> Poison/Ground -> Fire/Grass (<- 1x | 2x ->)
Fighting/Ground -> Poison/Ground -> Electric/Grass (<- 1x | 2x ->)
Fighting/Ground -> Poison/Ground -> Dragon/Grass (<- 1x | 2x ->)
Fighting/Ground -> Poison/Ground -> Dragon/Fairy (<- 1x | 2x ->)
Fighting/Ground -> Poison/Ground -> Dark/Fairy (<- 1x | 2x ->)
Fighting/Ground -> Ghost/Poison -> Fire/Grass (<- 1x | 2x ->)
Fighting/Ground -> Ghost/Poison -> Water/Grass (<- 1x | 2x ->)
Fighting/Ground -> Ghost/Poison -> Fairy/Water (<- 1x | 2x ->)
Fighting/Ground -> Ghost/Poison -> Electric/Grass (<- 1x | 2x ->)
Fighting/Ground -> Ghost/Poison -> Dragon/Grass (<- 1x | 2x ->)
Fighting/Ground -> Ghost/Poison -> Ice/Fairy (<- 1x | 2x ->)
Fighting/Ground -> Ghost/Poison -> Dragon/Fairy (<- 1x | 2x ->)
Fighting/Ground -> Poison/Water -> Ice/Ground (<- 2x | 2x ->)
Fighting/Ground -> Poison/Water -> Rock/Psychic (<- 2x | 2x ->)
Fighting/Ground -> Poison/Water -> Fire/Psychic (<- 2x | 2x ->)
Fighting/Ground -> Poison/Water -> Electric/Fairy (<- 2x | 2x ->)
Fighting/Ground -> Fire/Ground -> Poison/Grass (<- 1x | 2x ->)
Fighting/Ground -> Dragon/Fire -> Poison/Grass (<- 1x | 2x ->)
Fighting/Ground -> Dark/Fire -> Poison/Grass (<- 1x | 2x ->)
Fighting/Ground -> Poison/Psychic -> Dark/Grass (<- 2x | 2x ->)
Fighting/Ground -> Poison/Ice -> Rock/Grass (<- 2x | 2x ->)
Fighting/Ground -> Poison/Ice -> Fire/Fairy (<- 2x | 2x ->)
Fighting/Ground -> Poison/Dragon -> Fairy/Water (<- 1x | 2x ->)
Fighting/Ground -> Poison/Dragon -> Dark/Fairy (<- 1x | 2x ->)
Fighting/Ground -> Dark/Poison -> Ghost/Grass (<- 0.5x | 2x ->)
Fighting/Ground -> Dark/Poison -> Psychic/Grass (<- 0.5x | 2x ->)
Fighting/Ground -> Steel/Ground -> Bug/Ice (<- 1x | 2x ->)
Fighting/Ground -> Steel/Ground -> Ghost/Ice (<- 1x | 2x ->)
Fighting/Ground -> Steel/Ground -> Ghost/Fairy (<- 1x | 2x ->)
Fighting/Ground -> Steel/Ground -> Ice/Psychic (<- 1x | 2x ->)
Fighting/Ground -> Steel/Ground -> Dark/Fairy (<- 1x | 2x ->)
Fighting/Ground -> Fire/Ground -> Ghost/Ice (<- 1x | 2x ->)
Fighting/Ground -> Fire/Ground -> Electric/Grass (<- 1x | 2x ->)
Fighting/Ground -> Fire/Ground -> Ice/Psychic (<- 1x | 2x ->)
Fighting/Ground -> Fire/Ground -> Ice/Fairy (<- 1x | 2x ->)
Fighting/Ground -> Dark/Ground -> Psychic/Ground (<- 1x | 2x ->)
Fighting/Ground -> Dark/Dragon -> Psychic/Ground (<- 1x | 2x ->)
Fighting/Ground -> Ice/Ground -> Rock/Water (<- 2x | 2x ->)
Fighting/Ground -> Ice/Ground -> Rock/Grass (<- 2x | 2x ->)
Fighting/Ground -> Ice/Ground -> Steel/Water (<- 2x | 2x ->)
Fighting/Ground -> Ice/Ground -> Steel/Psychic (<- 2x | 2x ->)
Fighting/Ground -> Ice/Ground -> Steel/Fairy (<- 2x | 2x ->)
Fighting/Ground -> Ice/Ground -> Fire/Water (<- 2x | 2x ->)
Fighting/Ground -> Ice/Ground -> Fire/Psychic (<- 2x | 2x ->)
Fighting/Ground -> Ice/Ground -> Ice/Fire (<- 2x | 2x ->)
Fighting/Ground -> Ice/Ground -> Fire/Fairy (<- 2x | 2x ->)
Fighting/Ground -> Ice/Ground -> Electric/Water (<- 2x | 2x ->)
Fighting/Ground -> Ice/Ground -> Dark/Grass (<- 2x | 2x ->)
Fighting/Ground -> Dark/Ground -> Dragon/Psychic (<- 1x | 2x ->)
Fighting/Ground -> Ghost/Rock -> Ice/Psychic (<- 1x | 2x ->)
Fighting/Ground -> Ghost/Rock -> Dragon/Psychic (<- 1x | 2x ->)
Fighting/Ground -> Ghost/Rock -> Fairy/Psychic (<- 1x | 2x ->)
Fighting/Ground -> Ghost/Rock -> Ice/Fairy (<- 1x | 2x ->)
Fighting/Ground -> Rock/Water -> Electric/Ice (<- 2x | 2x ->)
Fighting/Ground -> Rock/Grass -> Ice/Water (<- 2x | 2x ->)
Fighting/Ground -> Rock/Grass -> Ice/Grass (<- 2x | 2x ->)
Fighting/Ground -> Rock/Grass -> Electric/Ice (<- 2x | 2x ->)
Fighting/Ground -> Rock/Grass -> Dragon/Ice (<- 2x | 2x ->)
Fighting/Ground -> Rock/Psychic -> Fire/Water (<- 2x | 2x ->)
Fighting/Ground -> Rock/Psychic -> Ice/Water (<- 2x | 2x ->)
Fighting/Ground -> Rock/Psychic -> Ice/Grass (<- 2x | 2x ->)
Fighting/Ground -> Rock/Dragon -> Fire/Grass (<- 1x | 2x ->)
Fighting/Ground -> Rock/Fairy -> Fire/Water (<- 2x | 2x ->)
Fighting/Ground -> Rock/Fairy -> Ice/Water (<- 2x | 2x ->)
Fighting/Ground -> Rock/Fairy -> Dark/Water (<- 2x | 2x ->)
Fighting/Ground -> Rock/Fairy -> Ice/Grass (<- 2x | 2x ->)
Fighting/Ground -> Rock/Fairy -> Dark/Grass (<- 2x | 2x ->)
Fighting/Ground -> Dragon/Steel -> Bug/Ice (<- 1x | 2x ->)
Fighting/Ground -> Ghost/Steel -> Psychic/Water (<- 1x | 2x ->)
Fighting/Ground -> Ghost/Fire -> Electric/Grass (<- 1x | 2x ->)
Fighting/Ground -> Ghost/Fire -> Ice/Psychic (<- 1x | 2x ->)
Fighting/Ground -> Ghost/Fire -> Dragon/Psychic (<- 1x | 2x ->)
Fighting/Ground -> Ghost/Fire -> Fairy/Psychic (<- 1x | 2x ->)
Fighting/Ground -> Electric/Dragon -> Ghost/Water (<- 1x | 2x ->)
Fighting/Ground -> Ghost/Electric -> Psychic/Water (<- 1x | 2x ->)
Fighting/Ground -> Ghost/Electric -> Fairy/Water (<- 1x | 2x ->)
Fighting/Ground -> Ghost/Electric -> Ice/Psychic (<- 1x | 2x ->)
Fighting/Ground -> Ghost/Electric -> Dragon/Psychic (<- 1x | 2x ->)
Fighting/Ground -> Ghost/Electric -> Fairy/Psychic (<- 1x | 2x ->)
Fighting/Ground -> Dragon/Steel -> Ghost/Ice (<- 1x | 2x ->)
Fighting/Ground -> Dragon/Fire -> Ghost/Ice (<- 1x | 2x ->)
Fighting/Ground -> Dragon/Steel -> Ghost/Fairy (<- 1x | 2x ->)
Fighting/Ground -> Dragon/Steel -> Dragon/Water (<- 1x | 2x ->)
Fighting/Ground -> Dragon/Steel -> Dragon/Grass (<- 1x | 2x ->)
Fighting/Ground -> Dragon/Steel -> Ice/Psychic (<- 1x | 2x ->)
Fighting/Ground -> Dragon/Steel -> Dragon/Psychic (<- 1x | 2x ->)
Fighting/Ground -> Dragon/Steel -> Fairy/Psychic (<- 1x | 2x ->)
Fighting/Ground -> Dragon/Steel -> Dragon/Fairy (<- 1x | 2x ->)
Fighting/Ground -> Dragon/Steel -> Dark/Fairy (<- 1x | 2x ->)
Fighting/Ground -> Fire/Water -> Electric/Ice (<- 2x | 2x ->)
Fighting/Ground -> Fire/Psychic -> Dark/Grass (<- 2x | 2x ->)
Fighting/Ground -> Dragon/Fire -> Ice/Psychic (<- 1x | 2x ->)
Fighting/Ground -> Dragon/Fire -> Ice/Fairy (<- 1x | 2x ->)
Fighting/Ground -> Dark/Fire -> Electric/Grass (<- 1x | 2x ->)
Fighting/Ground -> Dark/Fire -> Dragon/Psychic (<- 1x | 2x ->)
Fighting/Ground -> Dark/Fire -> Ice/Fairy (<- 1x | 2x ->)
Fighting/Ground -> Fire/Fairy -> Dark/Water (<- 2x | 2x ->)
Fighting/Ground -> Electric/Dragon -> Psychic/Water (<- 1x | 2x ->)
Fighting/Ground -> Ice/Water -> Dark/Grass (<- 2x | 2x ->)
Fighting/Ground -> Dark/Water -> Electric/Psychic (<- 2x | 2x ->)
Fighting/Ground -> Dragon/Ice -> Dragon/Ice (<- 2x | 2x ->)
Rock/Fighting -> Rock/Fighting -> Rock/Fighting (<- 2x | 2x ->)
Rock/Fighting -> Rock/Fighting -> Steel/Fighting (<- 2x | 2x ->)
Rock/Fighting -> Rock/Fighting -> Ice/Fighting (<- 2x | 2x ->)
Rock/Fighting -> Rock/Fighting -> Dark/Fighting (<- 2x | 2x ->)
Rock/Fighting -> Rock/Fighting -> Flying/Water (<- 2x | 2x ->)
Rock/Fighting -> Rock/Fighting -> Flying/Grass (<- 2x | 2x ->)
Rock/Fighting -> Rock/Fighting -> Flying/Psychic (<- 2x | 2x ->)
Rock/Fighting -> Rock/Fighting -> Flying/Fairy (<- 2x | 2x ->)
Rock/Fighting -> Rock/Fighting -> Rock/Ground (<- 2x | 2x ->)
Rock/Fighting -> Rock/Fighting -> Steel/Ground (<- 2x | 2x ->)
Rock/Fighting -> Rock/Fighting -> Ice/Ground (<- 2x | 2x ->)
Rock/Fighting -> Rock/Fighting -> Dark/Ground (<- 2x | 2x ->)
Rock/Fighting -> Rock/Fighting -> Rock/Water (<- 2x | 2x ->)
Rock/Fighting -> Rock/Fighting -> Rock/Grass (<- 2x | 2x ->)
Rock/Fighting -> Rock/Fighting -> Bug/Water (<- 2x | 2x ->)
Rock/Fighting -> Rock/Fighting -> Bug/Grass (<- 2x | 2x ->)
Rock/Fighting -> Rock/Fighting -> Bug/Psychic (<- 2x | 2x ->)
Rock/Fighting -> Rock/Fighting -> Bug/Fairy (<- 2x | 2x ->)
Rock/Fighting -> Rock/Fighting -> Steel/Fire (<- 2x | 2x ->)
Rock/Fighting -> Rock/Fighting -> Steel/Water (<- 2x | 2x ->)
Rock/Fighting -> Rock/Fighting -> Steel/Grass (<- 2x | 2x ->)
Rock/Fighting -> Rock/Fighting -> Electric/Steel (<- 2x | 2x ->)
Rock/Fighting -> Rock/Fighting -> Dragon/Steel (<- 2x | 2x ->)
Rock/Fighting -> Rock/Fighting -> Fire/Water (<- 2x | 2x ->)
Rock/Fighting -> Rock/Fighting -> Fire/Grass (<- 2x | 2x ->)
Rock/Fighting -> Rock/Fighting -> Fire/Psychic (<- 2x | 2x ->)
Rock/Fighting -> Rock/Fighting -> Fire/Fairy (<- 2x | 2x ->)
Rock/Fighting -> Rock/Fighting -> Ice/Water (<- 2x | 2x ->)
Rock/Fighting -> Rock/Fighting -> Dark/Water (<- 2x | 2x ->)
Rock/Fighting -> Rock/Fighting -> Ice/Grass (<- 2x | 2x ->)
Rock/Fighting -> Rock/Fighting -> Dark/Grass (<- 2x | 2x ->)
Rock/Fighting -> Rock/Fighting -> Ice/Psychic (<- 2x | 2x ->)
Rock/Fighting -> Rock/Fighting -> Ice/Fairy (<- 2x | 2x ->)
Rock/Fighting -> Electric/Fire -> Bug/Fighting (<- 1x | 2x ->)
Rock/Fighting -> Dragon/Fire -> Bug/Fighting (<- 1x | 2x ->)
Rock/Fighting -> Steel/Fighting -> Steel/Fighting (<- 2x | 2x ->)
Rock/Fighting -> Steel/Fighting -> Ice/Fighting (<- 2x | 2x ->)
Rock/Fighting -> Steel/Fighting -> Dark/Fighting (<- 2x | 2x ->)
Rock/Fighting -> Steel/Fighting -> Rock/Ground (<- 2x | 2x ->)
Rock/Fighting -> Steel/Fighting -> Steel/Ground (<- 2x | 2x ->)
Rock/Fighting -> Steel/Fighting -> Ice/Ground (<- 2x | 2x ->)
Rock/Fighting -> Steel/Fighting -> Dark/Ground (<- 2x | 2x ->)
Rock/Fighting -> Steel/Fighting -> Steel/Fire (<- 2x | 2x ->)
Rock/Fighting -> Poison/Flying -> Fighting/Fire (<- 1x | 2x ->)
Rock/Fighting -> Flying/Rock -> Fighting/Fire (<- 1x | 2x ->)
Rock/Fighting -> Ghost/Flying -> Fighting/Fire (<- 1x | 2x ->)
Rock/Fighting -> Electric/Flying -> Fighting/Fire (<- 1x | 2x ->)
Rock/Fighting -> Dark/Flying -> Fighting/Fire (<- 1x | 2x ->)
Rock/Fighting -> Poison/Flying -> Fighting/Water (<- 1x | 2x ->)
Rock/Fighting -> Ghost/Flying -> Fighting/Water (<- 1x | 2x ->)
Rock/Fighting -> Electric/Flying -> Fighting/Water (<- 1x | 2x ->)
Rock/Fighting -> Dark/Flying -> Fighting/Water (<- 1x | 2x ->)
Rock/Fighting -> Bug/Electric -> Fighting/Water (<- 1x | 2x ->)
Rock/Fighting -> Poison/Ice -> Fighting/Grass (<- 1x | 2x ->)
Rock/Fighting -> Ghost/Ice -> Fighting/Grass (<- 1x | 2x ->)
Rock/Fighting -> Electric/Fire -> Fighting/Grass (<- 1x | 2x ->)
Rock/Fighting -> Dragon/Fire -> Fighting/Grass (<- 1x | 2x ->)
Rock/Fighting -> Ice/Fighting -> Ice/Fighting (<- 2x | 2x ->)
Rock/Fighting -> Ice/Fighting -> Dark/Fighting (<- 2x | 2x ->)
Rock/Fighting -> Ice/Fighting -> Flying/Psychic (<- 2x | 2x ->)
Rock/Fighting -> Ice/Fighting -> Flying/Fairy (<- 2x | 2x ->)
Rock/Fighting -> Ice/Fighting -> Steel/Ground (<- 2x | 2x ->)
Rock/Fighting -> Ice/Fighting -> Steel/Fire (<- 2x | 2x ->)
Rock/Fighting -> Ice/Fighting -> Steel/Water (<- 2x | 2x ->)
Rock/Fighting -> Ice/Fighting -> Steel/Grass (<- 2x | 2x ->)
Rock/Fighting -> Ice/Fighting -> Electric/Steel (<- 2x | 2x ->)
Rock/Fighting -> Ice/Fighting -> Dragon/Steel (<- 2x | 2x ->)
Rock/Fighting -> Poison/Flying -> Dragon/Fighting (<- 1x | 2x ->)
Rock/Fighting -> Flying/Rock -> Dragon/Fighting (<- 1x | 2x ->)
Rock/Fighting -> Ghost/Flying -> Dragon/Fighting (<- 1x | 2x ->)
Rock/Fighting -> Electric/Flying -> Dragon/Fighting (<- 1x | 2x ->)
Rock/Fighting -> Dark/Flying -> Dragon/Fighting (<- 1x | 2x ->)
Rock/Fighting -> Poison/Ice -> Dragon/Fighting (<- 1x | 2x ->)
Rock/Fighting -> Ghost/Ice -> Dragon/Fighting (<- 1x | 2x ->)
Rock/Fighting -> Dark/Fighting -> Dark/Fighting (<- 2x | 2x ->)
Rock/Fighting -> Dark/Fighting -> Flying/Psychic (<- 2x | 2x ->)
Rock/Fighting -> Bug/Poison -> Fighting/Fairy (<- 0.5x | 2x ->)
Rock/Fighting -> Poison/Fire -> Fighting/Fairy (<- 0.5x | 2x ->)
Rock/Fighting -> Poison/Flying -> Ghost/Grass (<- 1x | 2x ->)
Rock/Fighting -> Poison/Flying -> Water/Grass (<- 1x | 2x ->)
Rock/Fighting -> Poison/Flying -> Fairy/Water (<- 1x | 2x ->)
Rock/Fighting -> Poison/Flying -> Dragon/Grass (<- 1x | 2x ->)
Rock/Fighting -> Poison/Flying -> Dragon/Fairy (<- 1x | 2x ->)
Rock/Fighting -> Poison/Flying -> Dark/Fairy (<- 1x | 2x ->)
Rock/Fighting -> Flying/Rock -> Poison/Grass (<- 1x | 2x ->)
Rock/Fighting -> Flying/Rock -> Ground/Grass (<- 1x | 2x ->)
Rock/Fighting -> Flying/Rock -> Ghost/Grass (<- 1x | 2x ->)
Rock/Fighting -> Flying/Rock -> Psychic/Grass (<- 1x | 2x ->)
Rock/Fighting -> Flying/Rock -> Dragon/Grass (<- 1x | 2x ->)
Rock/Fighting -> Flying/Rock -> Fairy/Grass (<- 1x | 2x ->)
Rock/Fighting -> Ghost/Flying -> Poison/Psychic (<- 1x | 2x ->)
Rock/Fighting -> Ghost/Flying -> Steel/Psychic (<- 1x | 2x ->)
Rock/Fighting -> Ghost/Flying -> Water/Grass (<- 1x | 2x ->)
Rock/Fighting -> Ghost/Flying -> Psychic/Water (<- 1x | 2x ->)
Rock/Fighting -> Ghost/Flying -> Psychic/Grass (<- 1x | 2x ->)
Rock/Fighting -> Ghost/Flying -> Dragon/Grass (<- 1x | 2x ->)
Rock/Fighting -> Ghost/Flying -> Fairy/Grass (<- 1x | 2x ->)
Rock/Fighting -> Ghost/Flying -> Dragon/Psychic (<- 1x | 2x ->)
Rock/Fighting -> Ghost/Flying -> Fairy/Psychic (<- 1x | 2x ->)
Rock/Fighting -> Electric/Rock -> Flying/Steel (<- 1x | 2x ->)
Rock/Fighting -> Bug/Electric -> Flying/Steel (<- 1x | 2x ->)
Rock/Fighting -> Ghost/Fire -> Flying/Steel (<- 1x | 2x ->)
Rock/Fighting -> Dragon/Fire -> Flying/Steel (<- 1x | 2x ->)
Rock/Fighting -> Electric/Ice -> Flying/Steel (<- 1x | 2x ->)
Rock/Fighting -> Flying/Grass -> Flying/Grass (<- 2x | 2x ->)
Rock/Fighting -> Flying/Grass -> Fire/Grass (<- 2x | 2x ->)
Rock/Fighting -> Electric/Flying -> Poison/Water (<- 1x | 2x ->)
Rock/Fighting -> Electric/Flying -> Poison/Grass (<- 1x | 2x ->)
Rock/Fighting -> Electric/Flying -> Ghost/Water (<- 1x | 2x ->)
Rock/Fighting -> Electric/Flying -> Ghost/Grass (<- 1x | 2x ->)
Rock/Fighting -> Electric/Flying -> Water/Grass (<- 1x | 2x ->)
Rock/Fighting -> Electric/Flying -> Psychic/Water (<- 1x | 2x ->)
Rock/Fighting -> Electric/Flying -> Fairy/Water (<- 1x | 2x ->)
Rock/Fighting -> Electric/Flying -> Psychic/Grass (<- 1x | 2x ->)
Rock/Fighting -> Electric/Flying -> Dragon/Grass (<- 1x | 2x ->)
Rock/Fighting -> Electric/Flying -> Fairy/Grass (<- 1x | 2x ->)
Rock/Fighting -> Flying/Psychic -> Ice/Grass (<- 2x | 2x ->)
Rock/Fighting -> Flying/Psychic -> Dark/Grass (<- 2x | 2x ->)
Rock/Fighting -> Flying/Dragon -> Poison/Grass (<- 1x | 2x ->)
Rock/Fighting -> Flying/Dragon -> Ghost/Grass (<- 1x | 2x ->)
Rock/Fighting -> Flying/Dragon -> Psychic/Grass (<- 1x | 2x ->)
Rock/Fighting -> Dark/Flying -> Poison/Grass (<- 1x | 2x ->)
Rock/Fighting -> Dark/Flying -> Poison/Psychic (<- 1x | 2x ->)
Rock/Fighting -> Dark/Flying -> Bug/Ground (<- 1x | 2x ->)
Rock/Fighting -> Dark/Flying -> Ghost/Water (<- 1x | 2x ->)
Rock/Fighting -> Dark/Flying -> Steel/Psychic (<- 1x | 2x ->)
Rock/Fighting -> Dark/Flying -> Water/Grass (<- 1x | 2x ->)
Rock/Fighting -> Dark/Flying -> Psychic/Water (<- 1x | 2x ->)
Rock/Fighting -> Dark/Flying -> Dragon/Grass (<- 1x | 2x ->)
Rock/Fighting -> Dark/Flying -> Dragon/Psychic (<- 1x | 2x ->)
Rock/Fighting -> Flying/Fairy -> Ice/Grass (<- 2x | 2x ->)
Rock/Fighting -> Electric/Fire -> Poison/Steel (<- 1x | 2x ->)
Rock/Fighting -> Dragon/Fire -> Poison/Steel (<- 1x | 2x ->)
Rock/Fighting -> Bug/Electric -> Poison/Water (<- 1x | 2x ->)
Rock/Fighting -> Electric/Ice -> Poison/Water (<- 1x | 2x ->)
Rock/Fighting -> Electric/Dark -> Poison/Water (<- 1x | 2x ->)
Rock/Fighting -> Ghost/Ice -> Poison/Grass (<- 1x | 2x ->)
Rock/Fighting -> Electric/Fire -> Poison/Grass (<- 1x | 2x ->)
Rock/Fighting -> Dragon/Fire -> Poison/Grass (<- 1x | 2x ->)
Rock/Fighting -> Electric/Ice -> Poison/Grass (<- 1x | 2x ->)
Rock/Fighting -> Dragon/Ice -> Poison/Grass (<- 1x | 2x ->)
Rock/Fighting -> Bug/Ghost -> Poison/Psychic (<- 1x | 2x ->)
Rock/Fighting -> Ghost/Fire -> Poison/Psychic (<- 1x | 2x ->)
Rock/Fighting -> Ghost/Ice -> Poison/Psychic (<- 1x | 2x ->)
Rock/Fighting -> Electric/Dark -> Poison/Psychic (<- 1x | 2x ->)
Rock/Fighting -> Dark/Dragon -> Poison/Psychic (<- 1x | 2x ->)
Rock/Fighting -> Poison/Ice -> Ghost/Grass (<- 1x | 2x ->)
Rock/Fighting -> Poison/Ice -> Water/Grass (<- 1x | 2x ->)
Rock/Fighting -> Poison/Ice -> Fairy/Water (<- 1x | 2x ->)
Rock/Fighting -> Poison/Ice -> Electric/Grass (<- 1x | 2x ->)
Rock/Fighting -> Poison/Ice -> Electric/Fairy (<- 1x | 2x ->)
Rock/Fighting -> Poison/Ice -> Dragon/Fairy (<- 1x | 2x ->)
Rock/Fighting -> Poison/Ice -> Dark/Fairy (<- 1x | 2x ->)
Rock/Fighting -> Rock/Ground -> Rock/Ground (<- 2x | 2x ->)
Rock/Fighting -> Rock/Ground -> Steel/Ground (<- 2x | 2x ->)
Rock/Fighting -> Rock/Ground -> Dragon/Steel (<- 2x | 2x ->)
Rock/Fighting -> Rock/Ground -> Ice/Psychic (<- 2x | 2x ->)
Rock/Fighting -> Rock/Ground -> Ice/Fairy (<- 2x | 2x ->)
Rock/Fighting -> Ghost/Ice -> Bug/Ground (<- 1x | 2x ->)
Rock/Fighting -> Dragon/Ice -> Bug/Ground (<- 1x | 2x ->)
Rock/Fighting -> Bug/Dark -> Ghost/Ground (<- 0.5x | 2x ->)
Rock/Fighting -> Steel/Ground -> Steel/Ground (<- 2x | 2x ->)
Rock/Fighting -> Steel/Ground -> Ice/Ground (<- 2x | 2x ->)
Rock/Fighting -> Steel/Ground -> Rock/Water (<- 2x | 2x ->)
Rock/Fighting -> Steel/Ground -> Steel/Water (<- 2x | 2x ->)
Rock/Fighting -> Steel/Ground -> Fire/Water (<- 2x | 2x ->)
Rock/Fighting -> Steel/Ground -> Fire/Psychic (<- 2x | 2x ->)
Rock/Fighting -> Steel/Ground -> Fire/Fairy (<- 2x | 2x ->)
Rock/Fighting -> Bug/Electric -> Ground/Grass (<- 1x | 2x ->)
Rock/Fighting -> Ghost/Ice -> Electric/Ground (<- 1x | 2x ->)
Rock/Fighting -> Dragon/Ice -> Electric/Ground (<- 1x | 2x ->)
Rock/Fighting -> Bug/Dark -> Psychic/Ground (<- 0.5x | 2x ->)
Rock/Fighting -> Ice/Ground -> Rock/Water (<- 2x | 2x ->)
Rock/Fighting -> Ice/Ground -> Rock/Grass (<- 2x | 2x ->)
Rock/Fighting -> Ice/Ground -> Bug/Grass (<- 2x | 2x ->)
Rock/Fighting -> Ice/Ground -> Steel/Water (<- 2x | 2x ->)
Rock/Fighting -> Ice/Ground -> Dragon/Steel (<- 2x | 2x ->)
Rock/Fighting -> Ice/Ground -> Fire/Water (<- 2x | 2x ->)
Rock/Fighting -> Ice/Ground -> Fire/Psychic (<- 2x | 2x ->)
Rock/Fighting -> Ice/Ground -> Fire/Fairy (<- 2x | 2x ->)
Rock/Fighting -> Ice/Ground -> Dark/Grass (<- 2x | 2x ->)
Rock/Fighting -> Dark/Ground -> Rock/Water (<- 2x | 2x ->)
Rock/Fighting -> Dark/Ground -> Bug/Psychic (<- 2x | 2x ->)
Rock/Fighting -> Dark/Ground -> Steel/Water (<- 2x | 2x ->)
Rock/Fighting -> Dark/Ground -> Fire/Water (<- 2x | 2x ->)
Rock/Fighting -> Dark/Ground -> Fire/Fairy (<- 2x | 2x ->)
Rock/Fighting -> Dark/Ground -> Ice/Psychic (<- 2x | 2x ->)
Rock/Fighting -> Rock/Grass -> Bug/Water (<- 2x | 2x ->)
Rock/Fighting -> Rock/Grass -> Bug/Grass (<- 2x | 2x ->)
Rock/Fighting -> Rock/Grass -> Bug/Psychic (<- 2x | 2x ->)
Rock/Fighting -> Rock/Grass -> Bug/Fairy (<- 2x | 2x ->)
Rock/Fighting -> Rock/Grass -> Ice/Water (<- 2x | 2x ->)
Rock/Fighting -> Rock/Grass -> Ice/Grass (<- 2x | 2x ->)
Rock/Fighting -> Rock/Grass -> Ice/Psychic (<- 2x | 2x ->)
Rock/Fighting -> Rock/Grass -> Ice/Fairy (<- 2x | 2x ->)
Rock/Fighting -> Electric/Dark -> Rock/Psychic (<- 1x | 2x ->)
Rock/Fighting -> Dark/Dragon -> Rock/Psychic (<- 1x | 2x ->)
Rock/Fighting -> Bug/Ghost -> Steel/Psychic (<- 1x | 2x ->)
Rock/Fighting -> Bug/Ghost -> Water/Grass (<- 1x | 2x ->)
Rock/Fighting -> Bug/Ghost -> Psychic/Water (<- 1x | 2x ->)
Rock/Fighting -> Bug/Ghost -> Electric/Grass (<- 1x | 2x ->)
Rock/Fighting -> Bug/Ghost -> Dragon/Grass (<- 1x | 2x ->)
Rock/Fighting -> Bug/Ghost -> Electric/Psychic (<- 1x | 2x ->)
Rock/Fighting -> Bug/Ghost -> Dragon/Psychic (<- 1x | 2x ->)
Rock/Fighting -> Bug/Ghost -> Fairy/Psychic (<- 1x | 2x ->)
Rock/Fighting -> Bug/Grass -> Bug/Grass (<- 2x | 2x ->)
Rock/Fighting -> Bug/Grass -> Bug/Psychic (<- 2x | 2x ->)
Rock/Fighting -> Bug/Grass -> Ice/Water (<- 2x | 2x ->)
Rock/Fighting -> Bug/Grass -> Ice/Grass (<- 2x | 2x ->)
Rock/Fighting -> Bug/Grass -> Ice/Psychic (<- 2x | 2x ->)
Rock/Fighting -> Bug/Electric -> Ghost/Water (<- 1x | 2x ->)
Rock/Fighting -> Bug/Electric -> Water/Grass (<- 1x | 2x ->)
Rock/Fighting -> Bug/Electric -> Psychic/Water (<- 1x | 2x ->)
Rock/Fighting -> Bug/Electric -> Fairy/Water (<- 1x | 2x ->)
Rock/Fighting -> Bug/Electric -> Dragon/Grass (<- 1x | 2x ->)
Rock/Fighting -> Bug/Electric -> Electric/Psychic (<- 1x | 2x ->)
Rock/Fighting -> Bug/Electric -> Dragon/Psychic (<- 1x | 2x ->)
Rock/Fighting -> Bug/Psychic -> Bug/Psychic (<- 2x | 2x ->)
Rock/Fighting -> Bug/Psychic -> Dark/Water (<- 2x | 2x ->)
Rock/Fighting -> Bug/Dragon -> Psychic/Water (<- 1x | 2x ->)
Rock/Fighting -> Bug/Dragon -> Electric/Psychic (<- 1x | 2x ->)
Rock/Fighting -> Dark/Fire -> Ghost/Steel (<- 0.5x | 2x ->)
Rock/Fighting -> Ghost/Fire -> Steel/Psychic (<- 1x | 2x ->)
Rock/Fighting -> Ghost/Fire -> Electric/Grass (<- 1x | 2x ->)
